sampleID,dist,d18O
QG2-7180-2,10.262,NA
QG2-7180-2,10.457,3.01
QG2-7180-2,10.652,NA
QG2-7180-2,10.847,2.82
QG2-7180-2,11.042,2.4
QG2-7180-2,11.237,2.94
QG2-7180-2,11.432,NA
QG2-7180-2,11.632,2.93
QG2-7180-2,11.832,3.13
QG2-7180-2,12.032,3.26
QG2-7180-2,12.232,3.8
QG2-7180-2,12.432,NA
QG2-7180-2,12.632,3.21
QG2-7180-2,12.832,3.63
QG2-7180-2,13.032,3.49
QG2-7180-2,13.232,NA
QG2-7180-2,13.432,3.57
QG2-7180-2,13.632,3.08
QG2-7180-2,13.832,2.88
QG2-7180-2,14.032,2.65
QG2-7180-2,14.232,2.37
QG2-7180-2,14.432,2.55
QG2-7180-2,14.633,2.95
QG2-7180-2,14.834,NA
QG2-7180-2,15.035,2.35
QG2-7180-2,15.236,NA
QG2-7180-2,15.437,2.41
QG2-7180-2,15.638,1.96
QG2-7180-2,15.839,NA
QG2-7180-2,16.04,2.22
QG2-7180-2,16.241,2.53
QG2-7180-2,16.442,2.41
QG2-7180-2,16.664,2.38
QG2-7180-2,16.886,NA
QG2-7180-2,17.108,2.28
QG2-7180-2,17.33,2.17
QG2-7180-2,17.552,1.91
QG2-7180-2,17.774,2.31
QG2-7180-2,17.996,1.9
QG2-7180-2,18.218,2.07
QG2-7180-2,18.44,1.86
QG2-7180-2,18.662,2.07
QG1-7188-1,0,1.53
QG1-7188-1,0.118,1.72
QG1-7188-1,0.236,2.03
QG1-7188-1,0.59,2.56
QG1-7188-1,0.734,2.52
QG1-7188-1,0.878,2.4
QG1-7188-1,1.022,2.33
QG1-7188-1,1.166,2.93
QG1-7188-1,1.292,2.29
QG1-7188-1,1.418,1.94
QG1-7188-1,1.544,2.23
QG1-7188-1,1.67,2.24
QG1-7188-1,1.796,2.06
QG1-7188-1,1.922,2.18
QG1-7188-1,2.048,2.25
QG1-7188-1,2.174,2.25
QG1-7188-1,2.3,2.76
QG1-7188-1,2.426,3.35
QG1-7188-1,2.552,3.21
QG1-7188-1,2.678,3.58
QG1-7188-1,2.804,3.54
QG1-7188-1,2.93,3.64
QG1-7188-1,3.056,3.51
QG1-7188-1,3.193,2.26
QG1-7188-1,3.33,1.83
QG1-7188-1,3.467,1.78
QG1-7188-1,3.604,1.54
QG1-7188-1,3.741,1.9
QG1-7188-1,3.878,1.84
QG1-7188-1,4.015,1.91
QG1-7188-1,4.152,2.07
QG1-7188-1,4.426,2.33
QG1-7188-1,4.563,2.35
QG1-7188-1,4.7,2.4
QG1-7188-1,4.837,2.54
QG1-7188-1,5.111,2.46
QG1-7188-1,5.522,2.82
QG1-7188-1,5.659,3.51
QG1-7188-1,5.796,3.61
QG1-7188-1,5.933,3.2
QG1-7188-1,6.207,2.73
QG1-7188-1,6.583,1.98
QG1-7188-1,6.822,1.8
QG1-7188-1,7.061,1.69
QG1-7188-1,7.3,1.96
QG1-7188-1,8.256,1.72
QG1-7188-1,8.495,1.85
QG1-7188-1,8.734,2.45
QG1-7188-1,8.973,2.67
QG1-7188-1,9.212,2.45
